代码,名称,状态,战绩,现价,今日量比,RSI6,距60日线,今日涨跌
002038,双鹭药业,筑底/平量,连跌0天首红,6.61,0.54,15.6,15.2%,0.2%
603718,海利生物,筑底/平量,连跌0天首红,5.43,0.72,18.5,19.0%,1.3%
