代码,名称,状态,战绩,现价,今日量比,RSI6,距60日线,今日涨跌
002227,奥 特 迅,筑底/平量,连跌2天首红,10.0,0.63,18.8,25.0%,1.4%
002543,万和电气,筑底/平量,连跌0天首红,9.32,0.48,20.9,10.7%,0.2%
