代码,名称,今日涨幅
603269,海鸥股份,7.56
603070,万控智造,6.21
600233,圆通速递,6.0
000582,北部湾港,5.94
603868,飞科电器,5.5
603399,永杉锂业,4.65
600761,安徽合力,4.3
002248,华东数控,4.13
002703,浙江世宝,3.92
002340,格林美,3.33
601890,亚星锚链,2.7
603324,盛剑科技,2.6
603138,海量数据,2.43
001316,润贝航科,2.21
002957,科瑞技术,2.03
002338,奥普光电,1.99
600080,金花股份,1.78
002632,道明光学,1.31
600725,云维股份,0.99
605090,九丰能源,0.92
600110,诺德股份,0.84
601777,千里科技,0.78
002875,安奈儿,0.63
600884,杉杉股份,0.6
603155,新亚强,-0.24
605018,长华集团,-0.93
603271,永杰新材,-1.4
002655,共达电声,-1.52
002520,日发精机,-1.61
600960,渤海汽车,-2.21
600076,康欣新材,-2.63
603618,杭电股份,-4.18
002853,皮阿诺,-7.04
