代码,名称,今日涨幅
600955,维远股份,10.0
002757,南兴股份,9.99
002945,华林证券,9.99
002177,御银股份,9.98
001210,金房能源,9.98
600775,南京熊猫,9.97
600889,南京化纤,7.27
002131,利欧股份,6.94
000987,越秀资本,4.66
000948,南天信息,4.06
000551,创元科技,3.06
002659,凯文教育,2.99
603300,海南华铁,2.76
603116,红蜻蜓,2.74
000650,仁和药业,2.29
603466,风语筑,2.09
600587,新华医疗,2.08
002010,传化智联,1.97
000026,飞亚达,1.83
600348,华阳股份,0.85
600578,京能电力,0.76
605155,西大门,0.59
605007,五洲特纸,0.3
002810,山东赫达,0.07
002875,安奈儿,-0.74
600236,桂冠电力,-0.89
605167,利柏特,-1.03
002082,万邦德,-1.13
002949,华阳国际,-1.21
603095,越剑智能,-2.12
002169,智光电气,-2.38
