代码,名称,今日涨幅
000759,中百集团,10.0
603823,百合花,9.99
603500,祥和实业,9.98
002254,泰和新材,9.98
600403,大有能源,9.95
002700,万憬能源,8.27
603045,福达合金,7.9
600367,红星发展,6.73
002527,新时达,5.57
603466,风语筑,4.84
603212,赛伍技术,4.41
002552,宝鼎科技,4.01
002735,王子新材,3.11
603078,江化微,3.08
002171,楚江新材,3.04
000530,冰山冷热,2.85
605018,长华集团,1.99
600552,凯盛科技,1.57
601963,重庆银行,1.5
601988,中国银行,1.49
003013,地铁设计,1.29
600458,时代新材,1.13
601939,建设银行,1.08
601666,平煤股份,0.83
600919,江苏银行,0.53
601328,交通银行,0.44
600000,浦发银行,0.32
601919,中远海控,0.13
603201,XD常润股,-0.44
600985,淮北矿业,-0.64
600906,财达证券,-0.87
603065,宿迁联盛,-1.05
603725,天安新材,-1.17
603938,三孚股份,-1.19
002106,莱宝高科,-3.18
600279,重庆港,-4.46
000050,深天马Ａ,-4.53
002387,维信诺,-6.16
600063,皖维高新,-6.33
003036,泰坦股份,-9.53
