代码,名称,今日涨幅
603968,醋化股份,10.04
603608,天创时尚,10.04
002723,小崧股份,10.04
001208,华菱线缆,10.02
600345,长江通信,10.02
600292,远达环保,10.01
603138,海量数据,10.01
002455,百川股份,10.01
002935,天奥电子,10.01
603163,圣晖集成,10.0
001212,中旗新材,10.0
600391,航发科技,10.0
600722,金牛化工,10.0
003018,金富科技,10.0
603729,龙韵股份,10.0
001400,江顺科技,10.0
600176,中国巨石,9.99
000777,中核科技,9.99
605033,美邦股份,9.98
002951,金时科技,9.97
600397,江钨装备,9.97
603980,吉华集团,9.96
603992,松霖科技,8.28
002947,恒铭达,8.27
002536,飞龙股份,7.84
601233,桐昆股份,7.82
001330,博纳影业,7.46
603876,鼎胜新材,7.29
002163,海南发展,6.87
600299,安迪苏,6.5
600893,航发动力,6.46
601126,四方股份,6.34
002126,银轮股份,6.27
002012,凯恩股份,6.03
002626,金达威,5.98
001226,拓山重工,5.9
000582,北部湾港,5.76
002420,毅昌科技,5.64
002050,三花智控,5.5
000525,红太阳,5.46
600966,博汇纸业,4.99
600987,航民股份,4.74
002987,京北方,4.7
603358,华达科技,4.68
002448,中原内配,4.58
002472,双环传动,4.57
003033,征和工业,4.56
002531,天顺风能,4.48
603380,易德龙,4.42
600113,浙江东日,4.34
002629,仁智股份,4.31
600761,安徽合力,4.3
603127,昭衍新药,4.24
603095,越剑智能,4.15
603016,新宏泰,4.06
601636,旗滨集团,4.03
002703,浙江世宝,3.92
001379,腾达科技,3.91
002493,荣盛石化,3.91
603162,海通发展,3.87
000738,航发控制,3.86
002134,天津普林,3.84
601689,拓普集团,3.83
002887,绿茵生态,3.82
002623,亚玛顿,3.74
603822,嘉澳环保,3.66
600343,航天动力,3.52
002985,北摩高科,3.52
003015,日久光电,3.5
002556,辉隆股份,3.45
600851,海欣股份,3.43
002430,杭氧股份,3.41
002986,宇新股份,3.4
003021,兆威机电,3.18
600053,九鼎投资,3.09
000672,上峰水泥,3.09
000997,新 大 陆,3.07
002969,嘉美包装,2.89
002801,微光股份,2.83
603065,宿迁联盛,2.82
000779,甘咨询,2.81
600428,中远海特,2.81
600131,国网信通,2.81
601601,中国太保,2.75
603124,江南新材,2.75
600378,昊华科技,2.75
600426,华鲁恒升,2.7
000547,航天发展,2.69
600603,广汇物流,2.67
002151,北斗星通,2.65
600862,中航高科,2.62
603324,盛剑科技,2.6
002318,久立特材,2.59
601318,中国平安,2.56
002104,恒宝股份,2.55
605319,无锡振华,2.53
001268,联合精密,2.45
601138,工业富联,2.43
002965,祥鑫科技,2.43
605066,天正电气,2.38
603379,三美股份,2.37
603060,国检集团,2.34
002998,优彩资源,2.34
000534,万泽股份,2.33
002937,兴瑞科技,2.32
600990,四创电子,2.26
603211,晋拓股份,2.22
600160,巨化股份,2.19
002384,东山精密,2.12
002788,鹭燕医药,2.09
605020,永和股份,2.06
600639,浦东金桥,2.04
002957,科瑞技术,2.03
600875,东方电气,2.03
600346,恒力石化,1.97
002615,哈尔斯,1.95
600522,中天科技,1.93
002266,浙富控股,1.92
000014,沙河股份,1.79
002865,钧达股份,1.78
603203,快克智能,1.77
600410,华胜天成,1.75
000768,中航西飞,1.69
002955,鸿合科技,1.65
603190,亚通精工,1.65
600570,恒生电子,1.62
002049,紫光国微,1.6
600388,龙净环保,1.57
603565,中谷物流,1.55
600746,江苏索普,1.54
001286,陕西能源,1.52
002078,太阳纸业,1.5
601208,东材科技,1.48
002333,罗普斯金,1.44
601628,中国人寿,1.43
605007,五洲特纸,1.34
603062,麦加芯彩,1.31
002492,恒基达鑫,1.3
002886,沃特股份,1.29
002576,通达动力,1.24
002802,洪汇新材,1.23
600482,中国动力,1.21
001207,联科科技,1.21
002927,泰永长征,1.19
600206,有研新材,1.17
600692,亚通股份,1.12
600369,西南证券,1.11
002657,中科金财,1.09
002597,金禾实业,1.09
603409,汇通控股,1.08
603639,海利尔,1.06
603167,渤海轮渡,1.04
000887,中鼎股份,1.01
002690,美亚光电,1.0
002096,易普力,0.99
603213,镇洋发展,0.93
600731,湖南海利,0.92
600223,福瑞达,0.92
605090,九丰能源,0.92
001872,招商港口,0.91
603638,艾迪精密,0.9
600377,宁沪高速,0.9
603678,火炬电子,0.86
600648,外高桥,0.84
600105,永鼎股份,0.81
002884,凌霄泵业,0.78
600030,中信证券,0.77
600479,千金药业,0.73
603311,金海高科,0.73
002380,科远智慧,0.7
603922,金鸿顺,0.7
002348,高乐股份,0.63
605268,王力安防,0.61
000818,航锦科技,0.59
601789,宁波建工,0.57
002014,永新股份,0.55
600449,宁夏建材,0.52
002806,华锋股份,0.5
002008,大族激光,0.48
001324,长青科技,0.46
603256,宏和科技,0.45
002749,国光股份,0.44
002730,电光科技,0.43
603320,迪贝电气,0.4
600884,杉杉股份,0.4
603201,XD常润股,0.4
603887,城地香江,0.37
600012,皖通高速,0.35
002666,德联集团,0.35
605118,力鼎光电,0.27
601991,大唐发电,0.27
003816,中国广核,0.26
603005,晶方科技,0.25
601375,中原证券,0.23
000966,长源电力,0.23
603267,鸿远电子,0.19
601231,环旭电子,0.16
000733,振华科技,0.04
002381,双箭股份,0.0
002972,科安达,0.0
002978,安宁股份,-0.03
603273,天元智能,-0.05
002537,海联金汇,-0.11
002796,世嘉科技,-0.11
603960,克来机电,-0.12
603115,海星股份,-0.12
000703,恒逸石化,-0.23
002899,英派斯,-0.31
002429,兆驰股份,-0.35
002159,三特索道,-0.38
603920,世运电路,-0.45
000021,深科技,-0.52
605589,圣泉集团,-0.54
002046,国机精工,-0.8
603329,上海雅仕,-0.84
603328,依顿电子,-0.89
002624,完美世界,-1.02
603516,淳中科技,-1.05
601890,亚星锚链,-1.06
601019,山东出版,-1.17
603929,亚翔集成,-1.2
603097,江苏华辰,-1.28
002466,天齐锂业,-1.3
603696,安记食品,-1.41
600962,国投中鲁,-1.45
600551,时代出版,-1.45
002575,群兴玩具,-1.45
002993,奥海科技,-1.52
600229,城市传媒,-1.81
002851,麦格米特,-1.93
002099,海翔药业,-2.15
600757,长江传媒,-2.21
002079,苏州固锝,-2.35
002364,中恒电气,-2.39
603058,永吉股份,-2.44
601999,出版传媒,-2.49
600693,东百集团,-2.52
603096,新经典,-2.53
600586,金晶科技,-2.55
600183,生益科技,-2.64
002440,闰土股份,-2.67
600037,歌华有线,-2.69
603090,宏盛股份,-2.71
603031,安孚科技,-2.73
603091,众鑫股份,-2.93
002534,西子洁能,-3.0
002438,江苏神通,-3.09
002158,汉钟精机,-3.1
603186,华正新材,-3.11
000815,美利云,-3.22
002885,京泉华,-3.23
600640,国脉文化,-3.5
002712,思美传媒,-3.56
000156,华数传媒,-4.58
603999,读者传媒,-4.62
600207,安彩高科,-4.63
002827,高争民爆,-4.75
002292,奥飞娱乐,-5.42
603069,海汽集团,-5.54
603598,引力传媒,-6.42
002343,慈文传媒,-6.47
600088,中视传媒,-6.75
603103,横店影视,-10.0
