代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
601700,风范股份,2026-08-10,7.08,9.94%,1.73,23.82
603577,汇金通,2026-08-10,10.45,5.56%,1.28,3.97
000533,顺钠股份,2026-08-10,12.65,4.29%,1.11,23.86
002879,长缆科技,2026-08-04,18.76,4.92%,1.2,31.9
