代码,名称,今日涨幅
603896,寿仙谷,6.49
001210,金房能源,5.44
002131,利欧股份,4.73
600273,嘉化能源,4.12
000739,普洛药业,3.3
600133,东湖高新,2.26
601949,中国出版,1.96
600611,大众交通,1.83
603108,润达医疗,1.83
002010,传化智联,1.23
001202,炬申股份,1.06
600722,金牛化工,0.71
002055,得润电子,0.67
603012,创力集团,0.0
600587,新华医疗,-0.36
603877,太平鸟,-1.01
002777,久远银海,-1.17
603339,四方科技,-1.52
603466,风语筑,-1.65
600055,万东医疗,-1.7
000650,仁和药业,-1.9
000026,飞亚达,-2.06
603488,展鹏科技,-2.16
603916,苏博特,-2.29
002609,捷顺科技,-2.48
002908,德生科技,-2.61
600120,浙江东方,-3.92
002649,博彦科技,-4.55
002088,鲁阳节能,-5.78
600589,大位科技,-5.79
002659,凯文教育,-6.4
002757,南兴股份,-9.99
002195,岩山科技,-10.01
