代码,名称,今日涨幅
603330,天洋新材,10.06
002072,凯瑞德,10.04
601666,平煤股份,10.02
002645,华宏科技,9.99
600237,铜峰电子,9.99
600367,红星发展,9.97
000700,模塑科技,7.36
002056,横店东磁,6.98
002823,凯中精密,6.0
002579,中京电子,5.96
605018,长华集团,5.69
600188,兖矿能源,5.01
002815,崇达技术,4.83
600985,淮北矿业,4.74
600222,太龙药业,3.82
601001,晋控煤业,3.7
600279,重庆港,3.68
002106,莱宝高科,3.22
600179,安通控股,3.15
000983,山西焦煤,3.05
603311,金海高科,2.72
001289,龙源电力,2.55
002456,欧菲光,2.34
600483,福能股份,2.05
002608,江苏国信,1.94
601699,潞安环能,1.58
002137,实益达,1.35
002962,五方光电,1.03
002700,万憬能源,0.61
003013,地铁设计,0.59
600578,京能电力,0.21
600459,贵研铂业,0.17
002258,利尔化学,-0.15
600596,新安股份,-0.56
603997,继峰股份,-0.79
601101,昊华能源,-1.93
002856,美芝股份,-5.01
603890,春秋电子,-6.29
