代码,名称,状态,战绩,现价,今日量比,RSI6,距60日线,今日涨跌
002312,川发龙蟒,筑底/平量,连跌0天首红,8.1,0.53,11.2,19.4%,0.8%
600884,杉杉股份,筑底/平量,连跌0天首红,12.14,0.6,20.3,18.3%,-0.3%
603037,凯众股份,筑底/平量,连跌0天首红,9.65,0.63,29.2,31.1%,0.5%
603132,金徽股份,筑底/平量,连跌0天首红,15.32,0.75,29.8,14.8%,-1.9%
002545,东方铁塔,筑底/平量,连跌0天首红,16.4,0.94,19.5,27.6%,1.1%
