代码,名称,今日涨幅
603137,恒尚节能,10.03
002520,日发精机,9.97
603725,天安新材,9.54
603903,中持股份,8.1
603638,艾迪精密,7.85
002860,星帅尔,7.84
002345,潮宏基,5.73
603956,威派格,5.44
603223,恒通股份,5.13
603588,高能环境,5.04
002600,领益智造,4.89
600176,中国巨石,4.54
600379,宝光股份,4.13
601881,中国银河,3.78
002755,奥赛康,3.77
000551,创元科技,3.74
002020,京新药业,3.62
605008,长鸿高科,3.6
002317,众生药业,3.59
000779,甘咨询,3.45
600671,天目药业,3.19
002452,长高电新,2.86
000739,普洛药业,2.82
002674,兴业科技,2.76
605007,五洲特纸,2.55
002833,弘亚数控,2.53
605208,永茂泰,2.43
000970,中科三环,2.36
603917,合力科技,2.33
603949,雪龙集团,2.27
002577,雷柏科技,2.23
002739,万达电影,2.09
002293,罗莱生活,2.03
002698,博实股份,1.93
002236,大华股份,1.76
603937,丽岛新材,1.73
000566,海南海药,1.66
605228,神通科技,1.54
603006,联明股份,1.44
600601,方正科技,1.34
002250,联化科技,0.9
002675,东诚药业,0.54
002826,易明医药,-0.44
603078,江化微,-1.12
600641,万业企业,-1.51
000571,新大洲A,-1.87
603823,百合花,-2.19
002458,益生股份,-3.72
002167,东方锆业,-3.88
000925,众合科技,-4.41
002038,双鹭药业,-4.63
600857,宁波中百,-5.88
600623,华谊集团,-6.48
600172,黄河旋风,-6.49
002559,亚威股份,-7.41
603505,金石资源,-9.23
001313,粤海饲料,-9.44
