代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
000593,德龙汇能,2026-07-07,26.25,6.45%,1.82,14.19
603638,艾迪精密,2026-07-07,26.5,5.54%,1.21,4.81
600179,安通控股,2026-07-07,4.8,3.23%,1.14,2.37
