代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
002346,柘中股份,2026-07-10,21.81,9.98%,1.75,2.43
605377,华旺科技,2026-07-10,10.13,7.42%,1.24,4.61
603137,恒尚节能,2026-07-10,26.75,6.15%,1.93,21.16
002457,青龙管业,2026-07-10,15.76,4.65%,1.03,23.12
600470,六国化工,2026-07-10,6.96,2.81%,1.04,15.22
002208,合肥城建,2026-07-10,19.43,1.62%,2.2,16.78
