代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
000925,众合科技,2026-07-01,10.27,9.96%,1.19,16.71
000783,长江证券,2026-07-01,10.54,8.1%,1.08,7.9
603078,江化微,2026-07-01,52.66,6.56%,1.25,17.63
600707,彩虹股份,2026-07-01,17.66,4.56%,1.26,11.48
002446,盛路通信,2026-07-01,11.18,4.1%,1.65,13.02
002106,莱宝高科,2026-07-01,18.05,3.03%,1.54,16.69
002600,领益智造,2026-07-01,17.8,2.65%,1.08,5.78
002631,德尔未来,2026-07-01,11.48,1.68%,1.25,10.79
600367,红星发展,2026-07-01,63.8,1.38%,1.06,20.37
002805,丰元股份,2026-07-01,28.92,1.15%,1.39,12.94
