代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
603903,中持股份,2026-07-03,14.15,8.1%,1.35,10.81
603032,德新科技,2026-07-03,27.6,6.4%,1.15,11.97
000551,创元科技,2026-07-03,20.5,3.74%,1.02,12.83
