代码,名称,日期,收盘价,涨跌幅,成交量比VMA5,换手率
603313,梦百合,2026-07-13,7.99,10.06%,1.34,12.99
000920,沃顿科技,2026-07-13,14.03,10.04%,2.25,10.15
