代码,名称,状态,战绩,现价,今日量比,RSI6,距60日线,今日涨跌
002926,华西证券,筑底/平量,连跌2天首红,8.34,0.8,2.5,10.5%,1.0%
000553,安道麦A,筑底/平量,连跌1天首红,5.48,0.9,11.6,11.1%,0.9%
603135,中重科技,筑底/平量,连跌1天首红,9.59,0.9,14.4,25.2%,1.2%
002369,卓翼科技,筑底/平量,连跌1天首红,5.89,1.0,11.1,22.8%,-0.8%
600173,卧龙新能,筑底/平量,连跌1天首红,6.3,1.07,2.9,23.8%,1.3%
002883,中设股份,⭐突破/平量,连跌0天首红,8.81,0.73,4.0,15.4%,0.2%
002392,北京利尔,⭐突破/平量,连跌0天首红,7.58,0.89,4.0,27.1%,1.1%
002429,兆驰股份,筑底/平量,连跌0天首红,7.99,0.95,7.9,45.9%,-2.0%
