代码,名称,今日涨幅
601226,华电科工,10.03
002623,亚玛顿,10.01
600481,双良节能,10.0
002129,TCL中环,9.99
600778,友好集团,9.94
000042,中洲控股,7.91
001979,招商蛇口,7.31
000599,青岛双星,7.07
002271,东方雨虹,6.97
002244,滨江集团,6.26
002207,准油股份,6.16
002945,华林证券,5.9
600475,华光环能,5.74
002043,兔 宝 宝,5.67
600026,中远海能,5.61
603868,飞科电器,5.5
000821,京山轻机,4.99
002372,伟星新材,4.69
002455,百川股份,4.56
603212,赛伍技术,4.5
600722,金牛化工,4.39
600761,安徽合力,4.3
002438,江苏神通,4.25
600313,农发种业,4.04
603002,宏昌电子,3.97
001322,箭牌家居,3.95
002703,浙江世宝,3.92
603926,铁流股份,3.58
002367,康力电梯,3.47
600841,动力新科,3.19
600007,中国国贸,3.08
001210,金房能源,3.06
002861,瀛通通讯,3.06
600579,中化装备,3.03
603115,海星股份,2.92
000592,平潭发展,2.87
600770,综艺股份,2.77
603324,盛剑科技,2.6
002531,天顺风能,2.44
002319,乐通股份,2.37
603060,国检集团,2.37
002911,佛燃能源,2.31
002541,鸿路钢构,2.24
001316,润贝航科,2.21
601665,齐鲁银行,2.13
002910,庄园牧场,2.13
002957,科瑞技术,2.03
002338,奥普光电,1.99
600869,远东股份,1.97
002333,罗普斯金,1.94
600926,杭州银行,1.89
600493,凤竹纺织,1.76
002116,中国海诚,1.74
002350,北京科锐,1.61
603113,金能科技,1.56
000089,深圳机场,1.53
601838,成都银行,1.52
002593,日上集团,1.5
601077,渝农商行,1.44
600234,科新发展,1.43
603855,华荣股份,1.25
002952,亚世光电,1.2
603326,我乐家居,1.2
002094,青岛金王,1.19
002457,青龙管业,1.12
600897,厦门空港,1.1
601107,四川成渝,1.09
603181,皇马科技,1.05
600377,宁沪高速,1.0
600725,云维股份,0.99
002144,宏达高科,0.98
002491,通鼎互联,0.97
002730,电光科技,0.95
603768,常青股份,0.92
605090,九丰能源,0.92
600847,万里股份,0.88
603029,天鹅股份,0.86
002734,利民股份,0.8
000998,隆平高科,0.8
603725,天安新材,0.79
000429,粤高速Ａ,0.74
002003,伟星股份,0.58
603038,华立股份,0.56
603137,恒尚节能,0.55
000951,中国重汽,0.51
601298,青岛港,0.51
600522,中天科技,0.49
002930,宏川智慧,0.47
603176,汇通集团,0.17
601969,海南矿业,0.0
600059,古越龙山,0.0
603980,吉华集团,0.0
603041,美思德,0.0
000558,天府文旅,-0.18
000782,恒申新材,-0.51
603279,景津装备,-0.68
002440,闰土股份,-0.8
600352,浙江龙盛,-0.83
002782,可立克,-0.91
603230,内蒙新华,-1.08
600452,涪陵电力,-1.16
600469,风神股份,-1.16
605155,西大门,-1.2
603685,晨丰科技,-1.32
603271,永杰新材,-1.4
603912,佳力图,-1.44
002119,康强电子,-1.63
002041,登海种业,-1.9
600371,万向德农,-1.97
603861,白云电器,-2.09
603010,万盛股份,-2.36
002809,红墙股份,-2.53
600354,敦煌种业,-2.59
600076,康欣新材,-2.63
603162,海通发展,-2.75
603958,哈森股份,-2.89
603316,诚邦股份,-3.19
603601,再升科技,-3.28
002757,南兴股份,-3.82
603599,广信股份,-5.25
000815,美利云,-5.57
002624,完美世界,-5.76
600916,中国黄金,-6.31
603103,横店影视,-6.74
002853,皮阿诺,-7.04
002131,利欧股份,-9.04
002575,群兴玩具,-9.62
605151,西上海,-9.99
002995,天地在线,-10.0
