代码,名称,今日涨幅
002443,金洲管道,10.06
002574,明牌珠宝,10.05
002088,鲁阳节能,10.04
002103,广博股份,10.02
601900,南方传媒,10.0
600579,中化装备,9.98
603303,得邦照明,9.98
600839,四川长虹,9.96
600651,飞乐音响,9.95
605056,咸亨国际,8.96
002410,广联达,8.61
002054,德美化工,6.81
002343,慈文传媒,6.66
603927,中科软,6.17
002351,漫步者,6.11
603106,恒银科技,5.7
603630,拉芳家化,5.51
600131,国网信通,5.48
002521,齐峰新材,5.21
002065,东华软件,5.07
002722,物产金轮,5.01
600278,东方创业,4.97
603366,日出东方,4.84
603020,爱普股份,4.73
002095,生 意 宝,4.63
603079,圣达生物,4.43
603729,龙韵股份,4.31
002313,日海智能,4.24
002215,诺 普 信,4.2
002067,景兴纸业,4.14
002045,国光电器,4.13
600661,昂立教育,4.13
000565,渝三峡Ａ,4.08
600229,城市传媒,4.07
002642,荣联科技,4.05
002238,天威视讯,3.94
600551,时代出版,3.89
603035,常熟汽饰,3.89
603725,天安新材,3.82
600428,中远海特,3.79
002456,欧菲光,3.72
601999,出版传媒,3.62
603527,众源新材,3.61
002577,雷柏科技,3.5
002695,煌上煌,3.41
603787,新日股份,3.3
601098,中南传媒,3.18
601928,凤凰传媒,3.08
603096,新经典,2.94
603105,芯能科技,2.92
603060,国检集团,2.9
600817,宇通重工,2.84
600398,海澜之家,2.76
605186,健麾信息,2.71
600861,北京人力,2.57
603759,海天股份,2.34
600158,中体产业,2.25
601789,宁波建工,1.9
600787,中储股份,1.57
603693,江苏新能,1.38
601139,深圳燃气,1.2
