代码,名称,今日涨幅
600250,南京商旅,10.02
002082,万邦德,10.02
600158,中体产业,10.0
002730,电光科技,8.56
603601,再升科技,6.83
000065,北方国际,5.05
000048,京基智农,4.64
002038,双鹭药业,4.4
603227,雪峰科技,4.33
000890,法尔胜,4.05
603017,中衡设计,3.55
003036,泰坦股份,2.8
002810,山东赫达,2.36
600901,江苏金租,2.28
002181,粤 传 媒,2.07
002960,青鸟消防,1.72
002695,煌上煌,1.65
600110,诺德股份,1.32
600007,中国国贸,0.92
601398,工商银行,0.92
600241,时代万恒,0.82
002275,桂林三金,0.56
600135,乐凯胶片,0.54
002611,东方精工,0.22
603588,高能环境,-0.33
603778,国晟科技,-1.19
600429,三元股份,-1.34
002675,东诚药业,-2.21
603876,鼎胜新材,-4.81
600996,贵广网络,-6.17
603272,联翔股份,-7.17
000155,川能动力,-7.46
